,published_at,channel,title,duration,caption,licensed_content,projection,trend_time_hours,weekday,hours_until_trend,likes_growth,likes_growth/hour,first_rank,best_rank,views_growth,views_growth/hour,views_cleaned,likes_cleaned,dislikes_cleaned,comments_cleaned,category_name,duration_category,day_of_week
2017,2021-06-07 00:03:49+00:00,Fanaticalight,Pretending to be Tricky in Roblox Friday Night Funkin,764,False,True,rectangular,31.333333333333332,0,16.73777777777778,9962.0,317.93617021276594,17,14,569024,18160.340425531915,1029163,28068.0,566.0,2668.0,Gaming,10-15 min,Monday
2024,2021-06-07 10:33:45+00:00,Clash Royale,Clash Royale: The Summer Update Is Here!,88,True,True,rectangular,25.016944444444444,0,11.53888888888889,6480.0,259.0244389913503,22,21,2099092,83906.80982889375,3813543,46512.0,972.0,5728.0,Gaming,0-5 min,Monday
2034,2021-06-07 15:33:03+00:00,Skip the Tutorial,20 Simple Hacks for 1.17 Minecraft Update,676,False,True,rectangular,22.03388888888889,1,9.533611111111112,24525.0,1113.058167973576,10,10,660874,29993.52512543809,1214350,64370.0,672.0,2447.0,Gaming,10-15 min,Monday
2038,2021-06-07 16:00:29+00:00,Ubisoft North America,Rainbow Six Extraction: Sprawl Teaser | Ubisoft [NA],90,False,True,rectangular,14.900277777777777,1,9.07638888888889,1490.0,99.998135754367,35,34,57660,3869.7265151656384,197651,14013.0,210.0,1029.0,Gaming,0-5 min,Monday
2040,2021-06-07 16:30:07+00:00,FreshFresh,LAZARBEAM FINALLY GETS CHAMPION!,731,False,True,rectangular,38.76722222222222,1,9.549166666666666,3690.0,95.18350267264728,21,21,141685,3654.76275777074,324178,15783.0,102.0,536.0,Gaming,10-15 min,Monday
2041,2021-06-07 13:30:09+00:00,JC DragonZ,Girlfriend in danger!!! [FNF]#2,110,False,True,rectangular,45.51722222222222,1,12.54861111111111,20412.0,448.4456432852034,23,14,2057713,45207.350087268554,3192546,42748.0,1711.0,1214.0,Gaming,0-5 min,Monday
2042,2021-06-07 17:27:19+00:00,Home Of Games,Fortnite Season 7 is NOW AVAILABLE!,477,False,True,rectangular,30.650555555555556,1,8.595833333333333,1958.0,63.881386960540866,25,16,151083,4929.209185985391,294902,12115.0,814.0,2073.0,Gaming,5-10 min,Monday
2045,2021-06-08 06:00:13+00:00,Fortnite,Fortnite Chapter 2 - Season 7 Battle Pass Trailer,86,True,True,rectangular,60.066944444444445,1,9.9975,27523.0,458.20542820279223,1,1,2597536,43244.017554487815,5461172,208878.0,6920.0,24044.0,Gaming,0-5 min,Tuesday
2046,2021-06-08 06:00:09+00:00,Fortnite,Story Trailer For Fortnite Chapter 2 - Season 7,100,True,True,rectangular,57.033611111111114,1,9.998611111111112,33988.0,595.9293009482712,2,2,2521197,44205.459743523556,5261372,270244.0,6840.0,34121.0,Gaming,0-5 min,Tuesday
2047,2021-06-08 06:00:08+00:00,Fortnite,Chapter 2 Season 7 - Battle Stars and the New Battle Pass,72,True,True,rectangular,48.45027777777778,1,9.998888888888889,9326.0,192.48599652564772,4,4,666000,13746.051220896567,1791757,68873.0,1974.0,4520.0,Gaming,0-5 min,Tuesday
2048,2021-06-08 06:50:00+00:00,More SypherPK,Reacting to Fortnite SEASON 7 Trailer! (Battlepass Reaction + Story Trailer),613,False,True,rectangular,54.23388888888889,1,9.167777777777777,8531.0,157.30017106974933,8,6,418031,7707.9296462851225,768926,30150.0,601.0,2374.0,Gaming,10-15 min,Tuesday
2049,2021-06-07 20:10:02+00:00,WadZee,I Built a DRAGON in Minecraft Hardcore (#44),1407,False,True,rectangular,47.96722222222222,1,20.317222222222224,31414.0,654.9055489280876,11,11,560405,11683.082197333828,1489859,143057.0,792.0,16958.0,Gaming,20-25 min,Monday
2052,2021-06-07 22:18:22+00:00,FaZe Clan,Road to Fight Night ft. FaZe Jarvis (Official FaZe Clan Documentary),1434,False,True,rectangular,49.46722222222222,1,18.595,40379.0,816.2778944531171,10,10,840518,16991.412944598556,1318902,82837.0,911.0,5104.0,Gaming,20-25 min,Monday
2054,2021-06-08 09:03:59+00:00,Lachlan,*NEW* SEASON 7 Rick & Morty BATTLEPASS In Fortnite! (Superman + More),721,False,True,rectangular,72.81694444444445,1,8.185,20630.0,283.3131787854628,8,3,1203646,16529.75154592376,1606474,49318.0,1649.0,2497.0,Gaming,10-15 min,Tuesday
2056,2021-06-08 09:19:00+00:00,SypherPK,"Everything Epic Didn't Tell You In Fortnite Season 7! (UFO Vehicles, New Items, Map Change + MORE!)",636,False,True,rectangular,52.50055555555556,1,9.217777777777778,19405.0,369.6151363477635,10,6,901263,17166.732627167967,1533486,63676.0,1257.0,4499.0,Gaming,10-15 min,Tuesday
2058,2021-06-08 12:47:30+00:00,Fresh,SEASON 7 IS INSANE!,822,False,True,rectangular,49.900555555555556,1,10.342777777777778,17827.0,357.2505316128745,5,5,948181,19001.411696596566,2014371,76131.0,1015.0,5225.0,Gaming,10-15 min,Tuesday
2059,2021-06-08 09:40:56+00:00,DanTDM Live,Fortnite Season 7 Actually Added This..,1054,False,True,rectangular,47.900555555555556,1,13.452222222222222,7301.0,152.4199440971457,11,11,373306,7793.354287238608,704224,25333.0,479.0,2754.0,Gaming,15-20 min,Tuesday
2060,2021-06-08 15:00:01+00:00,Minecraft,Caves & Cliffs Update: Part I – Official Trailer,55,True,False,rectangular,43.23388888888889,1,8.134166666666667,115864.0,2679.9347219902083,12,11,2351352,54386.77991801698,4006217,331603.0,3089.0,36333.0,Gaming,0-5 min,Tuesday
2062,2021-06-08 13:14:01+00:00,Ali-A,*NEW* Season 7 is HERE - EVERYTHING NEW! (Fortnite Chapter 2 Season 7 Update),1060,False,True,rectangular,24.433888888888887,1,9.900833333333333,9560.0,391.2598622132285,20,15,388720,15909.0516359337,927285,43312.0,701.0,2250.0,Gaming,15-20 min,Tuesday
2068,2021-06-08 15:29:47+00:00,Lachlan,Welcome to Fortnite Season 7! (Best Season Ever),730,False,True,rectangular,64.44888888888889,2,10.123055555555556,19529.0,303.01530928901457,8,5,887028,13763.278394593477,1721083,69195.0,1540.0,3362.0,Gaming,10-15 min,Tuesday
2070,2021-06-08 01:41:53+00:00,ibxtoycat,ALL 136 Features in Minecraft 1 17 (Caves And Cliffs),1239,False,True,rectangular,21.948611111111113,2,23.921388888888888,7189.0,327.5378092767196,21,18,214574,9776.199455799531,569327,25944.0,460.0,2730.0,Gaming,20-25 min,Tuesday
2071,2021-06-08 17:15:03+00:00,Grian,3rd Life: Episode 8 - THE FINAL LIFE,1864,False,True,rectangular,21.948888888888888,2,8.368611111111111,47914.0,2182.980662144376,22,17,708781,32292.340791738385,1378714,143392.0,555.0,15659.0,Gaming,30-35 min,Tuesday
2073,2021-06-08 17:16:49+00:00,wattles,MINECRAFT 1.17 IS OUT NOW + A QUICK OVERVIEW!,515,False,True,rectangular,44.20027777777778,2,9.554444444444444,10457.0,236.58222359085224,14,8,365398,8266.871123233263,520686,23238.0,912.0,2608.0,Gaming,5-10 min,Tuesday
2083,2021-06-08 19:45:00+00:00,SMii7Y,The Most Satisfying Game Ever Created,1432,False,True,rectangular,23.933611111111112,2,21.084722222222222,35009.0,1462.7546105546592,20,20,325313,13592.307424472789,1083611,165497.0,734.0,7220.0,Gaming,20-25 min,Tuesday
2086,2021-06-09 00:54:44+00:00,LazarBeam,SEASON 7 MEMES (fortnite is back),482,False,True,rectangular,89.20055555555555,2,15.9225,87507.0,981.0140694190993,28,10,3155544,35375.83348384726,5141040,219658.0,2842.0,11667.0,Gaming,5-10 min,Wednesday
2089,2021-06-08 19:30:01+00:00,IlluminaHD,MINECRAFT 1.17 SPEEDRUN IN UNDER 25 MINUTES,595,False,True,rectangular,6.733333333333333,2,21.334444444444443,4107.0,609.950495049505,33,33,96181,14284.306930693068,330646,29181.0,144.0,1788.0,Gaming,5-10 min,Tuesday
2091,2021-06-08 17:00:29+00:00,mau,I Busted 1.17 Minecraft Myths..,481,False,True,rectangular,23.616944444444446,2,23.826666666666668,4894.0,207.224097575893,37,13,181787,7697.3124286940865,511958,19767.0,388.0,874.0,Gaming,5-10 min,Tuesday
2096,2021-06-08 17:47:15+00:00,ibxtoycat,Minecraft 1.17 Is OUT NOW - Where Are The New Caves & Cliffs?,423,False,True,rectangular,6.716666666666667,2,25.113888888888887,494.0,73.54838709677419,31,31,41138,6124.764267990075,364415,13426.0,296.0,2769.0,Gaming,5-10 min,Tuesday
2097,2021-06-09 15:00:14+00:00,Battlefield,Battlefield 2042 Official Reveal Trailer (ft. 2WEI),300,True,True,rectangular,89.13416666666667,2,4.330277777777778,587796.0,6594.508278718411,3,1,12934959,145117.8541711465,13465725,954305.0,24693.0,80348.0,Gaming,5-10 min,Wednesday
2099,2021-06-09 15:24:26+00:00,McCreamy,I Busted EVERY Fortnite Season 7 Myth...,943,False,True,rectangular,50.10027777777778,2,8.1775,41149.0,821.332771497164,16,12,1263671,25222.83420473384,1773298,82447.0,923.0,14245.0,Gaming,15-20 min,Wednesday
2100,2021-06-09 15:29:07+00:00,Fresh,WE BECAME TICKLE RICK!,564,False,True,rectangular,11.233611111111111,2,8.099444444444444,10692.0,951.7865532504142,18,18,405457,36093.20244306521,978135,48109.0,472.0,2841.0,Gaming,5-10 min,Wednesday
2103,2021-06-09 14:00:10+00:00,Phantom Fear,FRIDAY NIGHT FUNKIN' mod EVIL Boyfriend vs Corrupt Daddy Dearest FINAL BATTLE!,315,False,True,rectangular,50.10027777777778,2,9.581944444444444,27934.0,557.5617788768081,29,26,963962,19240.651803882214,1317221,62040.0,884.0,18669.0,Gaming,5-10 min,Wednesday
2104,2021-06-09 00:45:00+00:00,NewScapeGames,10 Secrets YOU MISSED In Fortnite Season 7 TRAILER!,481,False,True,rectangular,18.78361111111111,2,22.834722222222222,1418.0,75.49134144718357,33,33,99564,5300.578222741457,401734,8933.0,278.0,674.0,Gaming,5-10 min,Wednesday
2106,2021-06-09 11:00:13+00:00,SSundee,*NEW* TELETUBBIES SCARY Role in Among Us,929,False,True,rectangular,25.066666666666666,2,12.581388888888888,75657.0,3018.2313829787236,40,34,1773462,70749.81382978724,3733970,256653.0,4116.0,9917.0,Gaming,15-20 min,Wednesday
2110,2021-06-09 15:30:46+00:00,jackfrags,Battlefield 2042 Gameplay Details and More!,792,False,True,rectangular,45.500277777777775,3,10.121666666666666,44933.0,987.5324326469314,3,3,1385535,30451.132776967177,2315847,121292.0,3670.0,15819.0,Gaming,10-15 min,Wednesday
2114,2021-06-09 16:31:08+00:00,P0LAND,"Minecraft, But There Are OP Custom Ores...",878,False,True,rectangular,21.400277777777777,3,9.115833333333333,5465.0,255.37051699744293,32,8,174713,8164.052906893732,324273,13385.0,294.0,1025.0,Gaming,10-15 min,Wednesday
2121,2021-06-10 01:59:45+00:00,SmallAnt,"CHAT PICKS ""MUSIC"" (While I speedrun Calculator for Nintendo Switch)",1127,False,True,rectangular,24.950555555555557,3,14.78888888888889,11420.0,457.705239250963,12,12,259765,10411.191022243993,725914,43588.0,332.0,2087.0,Gaming,15-20 min,Thursday
2129,2021-06-10 15:00:12+00:00,The Sims,The Sims 4 Cottage Living: Official Reveal Trailer,142,False,True,rectangular,43.13388888888889,3,8.047777777777778,28248.0,654.8911013510902,3,3,764269,17718.52758207648,1363029,103809.0,1361.0,11977.0,Gaming,0-5 min,Thursday
2133,2021-06-10 11:00:06+00:00,SSundee,OFFICIAL LEGO Mod in Among Us,903,False,True,rectangular,43.13388888888889,3,12.049444444444445,103017.0,2388.3077240117977,15,7,2762173,64037.18911399905,5085844,306975.0,3460.0,10143.0,Gaming,15-20 min,Thursday
2137,2021-06-10 05:50:19+00:00,SapnapLIVE,Sapnap Teaches Dream's Sister Bedwars...,826,False,True,rectangular,18.683611111111112,3,17.212777777777777,6301.0,337.24743908059645,30,25,106659,5708.693001888167,308516,34335.0,145.0,986.0,Gaming,10-15 min,Thursday
2138,2021-06-09 22:41:38+00:00,iDeactivateMC,100 Things Added in Minecraft 1.17 Caves & Cliffs Update,805,False,True,rectangular,43.13388888888889,3,24.3575,14584.0,338.1100191908914,31,26,447826,10382.231037724912,690238,27742.0,438.0,2364.0,Gaming,10-15 min,Wednesday
2140,2021-06-09 22:58:22+00:00,Chica,Reacting to the *NEW* Season 7 Battle Pass (Buying ALL Tiers) - Chica,560,False,True,rectangular,2.6,3,24.078611111111112,353.0,135.76923076923077,34,33,13752,5289.230769230769,158215,9832.0,111.0,578.0,Gaming,5-10 min,Wednesday
2142,2021-06-10 14:28:12+00:00,Fresh,THE MOST TOXIC RICKS in FORTNITE!,526,False,True,rectangular,1.6669444444444443,3,8.898055555555555,2487.0,1491.9513414430928,48,48,90658,54385.735710714885,665433,39858.0,437.0,2647.0,Gaming,5-10 min,Thursday
2144,2021-06-10 16:30:26+00:00,Critical Role,State of the Role: Revealing our Super Top Secret Project!,757,True,False,rectangular,34.650555555555556,4,8.543888888888889,9716.0,280.3995446601786,8,7,240954,6953.827900787225,462418,34803.0,458.0,2834.0,Gaming,10-15 min,Thursday
2146,2021-06-10 15:36:36+00:00,Lachlan,We *FILLED* The NEW Season 7 Crater!,495,False,True,rectangular,2.700277777777778,4,9.44138888888889,1752.0,648.8221376401605,35,30,84789,31400.102870075094,547129,31058.0,295.0,1127.0,Gaming,5-10 min,Thursday
2149,2021-06-10 14:52:11+00:00,Drae,Pressure Washing Decades of Filth off Weird Homes - Power Wash Simulator,993,False,True,rectangular,21.466666666666665,4,10.798333333333334,3685.0,171.66149068322983,25,12,169494,7895.683229813665,287545,11794.0,162.0,612.0,Gaming,15-20 min,Thursday
2154,2021-06-10 19:45:37+00:00,BANDAI NAMCO Entertainment Europe,ELDEN RING - Official Gameplay Reveal,179,False,True,rectangular,33.86694444444444,4,20.824166666666667,24651.0,727.8778881406813,6,6,676282,19968.792906882325,1818998,105705.0,1502.0,11355.0,Gaming,0-5 min,Thursday
2156,2021-06-10 22:03:41+00:00,thegameawards,"SUMMER GAME FEST: Kickoff Live! Official Stream (Elden Ring, Death Stranding: Director's Cut + More)",14546,True,True,rectangular,25.600555555555555,4,18.523055555555555,912.0,35.62422690479807,9,9,81142,3169.5405915670235,1459228,41057.0,1778.0,877.0,Gaming,50+ min,Thursday
2157,2021-06-10 18:28:37+00:00,Call of Duty,Season Four Gameplay Trailer | Call of Duty®: Black Ops Cold War & Warzone™,61,False,True,rectangular,25.600555555555555,4,22.1075,2900.0,113.2787916928886,10,10,158361,6185.842321130184,589626,26861.0,1439.0,3751.0,Gaming,0-5 min,Thursday
2160,2021-06-10 18:19:20+00:00,Jurassic World Evolution 2,Jurassic World Evolution 2 | Announcement Trailer,88,True,False,rectangular,5.383333333333334,4,23.429166666666667,1623.0,301.4860681114551,19,19,75311,13989.659442724456,392691,21518.0,171.0,2998.0,Gaming,0-5 min,Thursday
2178,2021-06-11 14:10:56+00:00,GH'S,MUKBANG vs Friday Night Funkin 5 (feat. Miku),69,False,False,rectangular,43.18388888888889,4,8.96888888888889,34475.0,798.3301385547594,21,13,2656654,61519.563623264854,3768509,66911.0,3458.0,2761.0,Gaming,0-5 min,Friday
2181,2021-06-11 16:06:20+00:00,League of Legends,Arcane: Animated Series |  A Score To Settle,125,False,True,rectangular,42.40027777777778,4,7.829166666666667,54270.0,1279.9444448084066,20,14,1093849,25798.15645861859,1874584,151070.0,1261.0,5846.0,Gaming,0-5 min,Friday
2182,2021-06-11 16:00:01+00:00,Call of Duty,Season Four Cinematic | Call of Duty®: Black Ops Cold War & Warzone™,143,False,True,rectangular,42.40027777777778,4,7.934444444444445,5626.0,132.6878099593163,28,17,185403,4372.683617114668,324019,18859.0,721.0,2344.0,Gaming,0-5 min,Friday
2187,2021-06-11 16:00:37+00:00,DanTDM Live,The Fortnite UFO Experience,918,False,True,rectangular,18.25027777777778,5,9.69111111111111,3200.0,175.3397969589504,32,32,113033,6193.494771769075,256704,10656.0,89.0,1155.0,Gaming,15-20 min,Friday
2191,2021-06-11 15:33:48+00:00,Skip the Tutorial,23 Changes You Maybe Missed in 1.17 Minecraft,554,False,True,rectangular,34.3175,5,10.587777777777777,39461.0,1149.8797989364027,11,11,972488,28337.961681357905,1668461,84574.0,1310.0,3991.0,Gaming,5-10 min,Friday
2192,2021-06-11 17:14:06+00:00,Socksfor1,we fought the CRAZIEST CUSTOM minecraft bosses,790,False,True,rectangular,31.884166666666665,5,8.91611111111111,10897.0,341.76838033506704,27,23,367950,11540.210658372756,691724,27398.0,366.0,2027.0,Gaming,10-15 min,Friday
2193,2021-06-11 12:12:38+00:00,Ralf Dummer,Mini Crewmate Kills 5 FNF Mods |  Friday Night Funkin' vs Among us | Week 3(Revive : Dragon Ball),81,True,True,rectangular,31.88388888888889,5,13.940555555555555,9825.0,308.14936139812863,34,23,933866,29289.58895994145,1929604,27454.0,3560.0,850.0,Gaming,0-5 min,Friday
2195,2021-06-11 19:27:22+00:00,MrBeast Gaming,World’s Largest Ramp!,562,False,True,rectangular,52.2175,5,22.744722222222222,95383.0,1826.648154354383,2,1,2763171,52916.570115382776,8135285,443047.0,8514.0,28194.0,Gaming,5-10 min,Friday
2197,2021-06-08 19:16:42+00:00,Austin Felt,Rabbit vs Turtle Race in Minecraft #shorts,26,False,True,rectangular,47.35055555555556,5,94.92277777777778,-1743.0,-36.81055015194002,7,7,192615,4067.850899320669,3902392,214792.0,6595.0,604.0,Gaming,0-5 min,Tuesday
2202,2021-06-11 18:00:11+00:00,RyanNotBrian,Surviving 100 Days as a Minecraft BANDIT.. here's what happened,2166,False,True,rectangular,37.18388888888889,5,24.198055555555555,11059.0,297.41375446355204,16,14,383023,10300.778413590115,988721,43609.0,607.0,5656.0,Gaming,35-40 min,Friday
2204,2021-06-11 21:42:09+00:00,Top5Gaming,20 Fortnite SEASON 7 Myths BUSTED!,697,False,True,rectangular,37.18388888888889,5,20.49861111111111,7510.0,201.9691921531129,18,12,693131,18640.62691428486,1721462,32145.0,741.0,2039.0,Gaming,10-15 min,Friday
2212,2021-06-12 18:05:16+00:00,The Game Theorists,"Game Theory: FNAF, Return To The Pit (3 New FNAF Theories)",952,False,True,rectangular,54.984722222222224,6,15.963333333333333,52859.0,961.339766096643,1,1,1116714,20309.532445881432,2528568,172765.0,1706.0,13300.0,Gaming,15-20 min,Saturday
2214,2021-06-12 16:00:13+00:00,Brawl Stars,Brawl Stars: Brawl Talk - Jurassic Splash!,392,True,True,rectangular,38.750277777777775,6,18.0475,172417.0,4449.439072121347,3,3,5597682,144455.27415574083,14223509,964306.0,8453.0,92249.0,Gaming,5-10 min,Saturday
2215,2021-06-12 15:30:04+00:00,LDShadowLady,Queen Lizzie | Ep. 1 | Minecraft Empires 1.17,651,True,True,rectangular,37.40027777777778,6,18.55027777777778,31991.0,855.3679785503672,9,9,550694,14724.329141940418,1129788,101174.0,403.0,14812.0,Gaming,10-15 min,Saturday
2216,2021-06-12 11:00:13+00:00,MiniminterClips,LIVE REACTION TO YOUTUBERS vs TIKTOKERS WEIGH-IN,1183,False,True,rectangular,31.5,6,23.047777777777778,4387.0,139.26984126984127,10,10,247111,7844.793650793651,1444895,49013.0,610.0,3120.0,Gaming,15-20 min,Saturday
2230,2021-06-12 22:00:09+00:00,TapL,Minecraft But You Can Fish Structures...,1065,False,True,rectangular,47.033611111111114,6,20.34861111111111,33735.0,717.2530282717441,7,4,1291149,27451.62383874416,2707343,97757.0,1870.0,4397.0,Gaming,15-20 min,Saturday
2231,2021-06-12 13:30:12+00:00,Fundy,"So I made a Gameshow... (ft. Techno, George, Quackity and Sapnap)",2022,False,True,rectangular,47.033611111111114,6,28.84777777777778,48662.0,1034.6218130060654,9,7,636572,13534.406246124225,1536203,167751.0,2345.0,7382.0,Gaming,30-35 min,Saturday
2232,2021-06-12 20:05:41+00:00,Ubisoft,Avatar: Frontiers of Pandora – First Look Trailer,165,False,True,rectangular,30.450277777777778,6,22.25638888888889,17214.0,565.3150400014596,15,11,982779,32274.877988706543,2010703,46403.0,2259.0,4433.0,Gaming,0-5 min,Saturday
2233,2021-06-12 23:00:20+00:00,JC DragonZ,NooB Attempt to Sing UGH Chorus in PLAYGROUND MOD CLEAN [FNF]#3,109,False,True,rectangular,37.96888888888889,6,19.345555555555556,13028.0,343.1230246985836,18,9,1635626,43078.05805922978,3700344,41998.0,2296.0,1249.0,Gaming,0-5 min,Saturday
2236,2021-06-12 22:09:28+00:00,Corinthius,I Survived 100 Days as an ENDERMAN in Hardcore Minecraft… Here's What Happened,1307,False,True,rectangular,29.100555555555555,6,20.19333333333333,13387.0,460.02558179492564,21,20,504621,17340.596781275653,1069793,35864.0,668.0,3160.0,Gaming,20-25 min,Saturday
2237,2021-06-12 20:13:07+00:00,Nintendo,Mario + Rabbids Sparks of Hope - Cinematic World Premiere Trailer - Nintendo Switch,182,False,False,rectangular,23.567222222222224,6,22.1325,8423.0,357.40317295679023,24,22,288880,12257.702552980834,950837,60975.0,1525.0,9842.0,Gaming,0-5 min,Saturday
2240,2021-06-13 17:21:44+00:00,Battlefield,Battlefield 2042 Official Gameplay Trailer,189,True,True,rectangular,58.083888888888886,0,14.03888888888889,118689.0,2043.4065671299174,2,2,2765712,47615.82003041578,6584720,477081.0,9401.0,36265.0,Gaming,0-5 min,Sunday
2242,2021-06-13 17:41:58+00:00,HALO,Halo Infinite | Multiplayer Reveal Trailer - A New Generation,146,True,False,rectangular,41.566944444444445,0,13.701666666666666,19542.0,470.1331854237809,5,5,554291,13334.89885793332,1051948,61594.0,1528.0,8493.0,Gaming,0-5 min,Sunday
2244,2021-06-13 18:26:44+00:00,Xbox,Xbox Mini Fridge - World Premiere,62,True,False,rectangular,40.05027777777778,0,12.955555555555556,74022.0,1848.226881489239,8,7,1391850,34752.567952781574,2521985,173851.0,2984.0,9619.0,Gaming,0-5 min,Sunday
2245,2021-06-13 17:17:50+00:00,Sea of Thieves,Sea of Thieves: A Pirate's Life - Announcement Trailer,175,True,False,rectangular,33.63444444444445,0,14.10388888888889,9164.0,272.4587889399095,11,10,238144,7080.360741303557,530603,35062.0,366.0,4549.0,Gaming,0-5 min,Sunday
2246,2021-06-13 18:09:01+00:00,Xbox,Forza Horizon 5 Official Announce Trailer,116,True,False,rectangular,40.050555555555555,0,13.250833333333333,59217.0,1478.556269159812,12,9,1399331,34939.1158397026,2290597,131830.0,1837.0,7506.0,Gaming,0-5 min,Sunday
2254,2021-06-13 22:53:48+00:00,gameranx,XBOX E3 2021: 10 Biggest Surprises [4K],832,True,True,rectangular,31.400277777777777,0,18.67111111111111,9799.0,312.0673030139507,9,9,488741,15564.862306596722,1056497,32968.0,1161.0,3377.0,Gaming,10-15 min,Sunday
2256,2021-06-13 18:07:57+00:00,jackfrags,Battlefield 2042 Gameplay,1980,False,True,rectangular,23.468055555555555,0,23.435277777777777,2760.0,117.60667574125584,13,13,186428,7943.904835177842,1184454,43595.0,1771.0,3692.0,Gaming,30-35 min,Sunday
2257,2021-06-13 18:39:04+00:00,AR12Gaming,"Forza Horizon 5 : Mexico, Car List, Customization & More!! (FH5 Gameplay)",754,False,True,rectangular,29.88388888888889,0,22.916666666666668,4377.0,146.46688107676005,14,14,147835,4946.979978063245,511580,31463.0,595.0,6639.0,Gaming,10-15 min,Sunday
2259,2021-06-13 17:00:25+00:00,No0b3,Using 1 Pallet for 5 Gens,674,False,True,rectangular,28.41722222222222,0,24.560833333333335,9833.0,346.02256065375065,17,17,122445,4308.8307168970305,650893,89408.0,362.0,7589.0,Gaming,10-15 min,Sunday
2262,2021-06-13 20:00:59+00:00,Square Enix,STRANGER OF PARADISE FINAL FANTASY ORIGIN | Announcement Teaser Trailer,154,True,False,rectangular,23.468055555555555,0,21.551388888888887,1137.0,48.44883707166953,24,24,75381,3212.068414511452,344829,6458.0,7142.0,4244.0,Gaming,0-5 min,Sunday
2263,2021-06-14 00:00:10+00:00,Scott The Woz,False Advertising - Scott The Woz,949,False,True,rectangular,11.066944444444445,0,17.565,9536.0,861.6651188474184,26,26,172146,15554.97100976381,735534,64578.0,446.0,3724.0,Gaming,15-20 min,Monday
2270,2021-06-13 18:30:17+00:00,LevelCapGaming,Battlefield 2042 Gameplay Trailer - Complete Breakdown And HIDDEN Details,626,False,True,rectangular,23.101111111111113,0,23.43,1263.0,54.672694916069446,26,25,62033,2685.2820932134096,339309,15096.0,209.0,2928.0,Gaming,10-15 min,Sunday
2276,2021-06-13 19:20:49+00:00,Square Enix,Marvel’s Guardians of the Galaxy | Official Reveal Trailer,169,True,False,rectangular,18.601388888888888,0,27.0875,745.0,40.05077279175689,33,33,64476,3466.192787276936,339862,6607.0,1128.0,812.0,Gaming,0-5 min,Sunday
2278,2021-06-14 15:00:14+00:00,HALO,Halo Infinite | Multiplayer Overview,763,True,False,rectangular,48.76694444444445,0,8.463888888888889,41470.0,850.3710960862605,6,1,1248572,25602.83434247925,1751497,103001.0,1821.0,15026.0,Gaming,10-15 min,Monday
2279,2021-06-14 13:00:16+00:00,Forrestbono,I Survived 100 Days in Ancient Greece on Minecraft.. Here's What Happened..,1797,False,True,rectangular,48.76694444444445,0,10.463333333333333,37123.0,761.2328478420606,13,8,1248916,25609.888300932438,1645991,61608.0,1291.0,5904.0,Gaming,25-30 min,Monday
2281,2021-06-13 19:15:11+00:00,Square Enix,Square Enix Presents Summer Showcase,2790,True,False,rectangular,17.5675,0,28.215,140.0,7.969261420236232,28,27,12782,727.593567667568,287791,7775.0,2710.0,1586.0,Gaming,45-50 min,Sunday
2295,2021-06-14 17:48:13+00:00,AR12Gaming,"Forza Horizon 5 : Gameplay, Map & Car Customization!! (FH5 Gameplay)",615,False,True,rectangular,8.28111111111111,1,23.25027777777778,1339.0,161.69327787468134,20,20,64524,7791.708037032068,416935,22615.0,559.0,5141.0,Gaming,10-15 min,Monday
2296,2021-06-15 09:07:45+00:00,Clash of Clans,Summer Update Is Here! (Clash of Clans Official),56,False,False,rectangular,47.3475,1,7.924722222222222,49314.0,1041.5333438935531,22,5,4521281,95491.4409419716,5982709,106399.0,2547.0,3766.0,Gaming,0-5 min,Tuesday
2299,2021-06-14 16:16:15+00:00,PewDiePie,New Minecraft Update is a disaster..,1337,False,True,rectangular,7.914444444444444,1,24.783055555555556,16811.0,2124.090972904675,29,29,321242,40589.33033834059,2840233,268648.0,3510.0,14789.0,Gaming,20-25 min,Monday
2308,2021-06-14 18:11:05+00:00,ScottFalco,"A ""LEAKED"" Nintendo E3 2021 Direct cartoon",72,False,True,rectangular,24.08361111111111,1,23.216666666666665,2572.0,106.79461597905446,27,26,78856,3274.2598124589103,443392,40520.0,961.0,2729.0,Gaming,0-5 min,Monday
2317,2021-06-15 16:41:50+00:00,Nintendo,Sequel to The Legend of Zelda: Breath of the Wild - E3 2021 Teaser - Nintendo Direct,99,False,False,rectangular,70.20027777777777,1,6.770833333333333,111933.0,1594.4808702086493,33,1,3380220,48151.09151989744,4701758,273671.0,3068.0,31301.0,Gaming,0-5 min,Tuesday
2318,2021-06-15 03:00:13+00:00,DangerouslyFunny,I Created The Ultimate Weapon And Became A God,1328,False,True,rectangular,13.0,1,20.464444444444446,1793.0,137.92307692307693,35,34,91729,7056.076923076923,475341,18734.0,218.0,1728.0,Gaming,20-25 min,Tuesday
2326,2021-06-15 16:00:02+00:00,Dead by Daylight,Dead by Daylight | Resident Evil | Official Trailer,87,False,False,rectangular,16.5,2,8.984166666666667,4301.0,260.6666666666667,26,25,111983,6786.848484848485,342779,29799.0,198.0,2357.0,Gaming,0-5 min,Tuesday
2328,2021-06-15 16:54:16+00:00,Nintendo,Nintendo Direct | E3 2021,2331,False,False,rectangular,46.41722222222222,2,8.446388888888889,20983.0,452.0520400713337,4,4,761631,16408.370935117473,1294014,53169.0,3997.0,9126.0,Gaming,35-40 min,Tuesday
